,RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount,HasCreditCard,ActiveStatus,IncomeEstimate,AnnualSpending,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints
698,699,1698,Fowler,60.0,Houston,Female,18.0,3.0,56798.0,4.0,1.0,0.0,175086.0,86797.14096027381,1.0,3.0,American Express,3879.0
699,700,1699,Tate,53.0,Chicago,Male,62.0,6.0,5298.0,5.0,1.0,1.0,100308.0,54412.305034813806,0.0,4.0,MasterCard,3279.0
700,701,1700,Schmitt,38.0,Washington,Male,32.0,16.0,71204.0,7.0,0.0,0.0,66389.0,27510.115101454947,1.0,6.0,American Express,3884.0
701,702,1701,King,90.0,Jacksonville,Male,43.0,8.0,87207.0,5.0,1.0,1.0,169233.0,83057.34269429279,0.0,7.0,MasterCard,3270.0
702,703,1702,Meyers,73.0,San Antonio,Female,54.0,3.0,56161.0,4.0,0.0,1.0,127800.0,53732.38378663805,0.0,9.0,Visa,4687.0
703,704,1703,Garza,89.0,Austin,Male,38.0,18.0,61652.0,2.0,1.0,1.0,158562.0,68701.42436811388,0.0,6.0,Visa,582.0
704,705,1704,Porter,18.0,New York,Female,66.0,0.0,35484.0,2.0,1.0,1.0,139547.0,80898.02467644797,0.0,1.0,American Express,1613.0
705,706,1705,,38.0,Philadelphia,Male,48.0,9.0,99614.0,4.0,1.0,1.0,44502.0,40513.585828842006,0.0,3.0,American Express,1101.0
706,707,1706,Carpenter,66.0,Charlotte,Male,42.0,3.0,21922.0,10.0,1.0,0.0,55757.0,28626.51037077428,0.0,9.0,Visa,288.0
707,708,1707,Sanchez,44.0,Charlotte,Male,40.0,8.0,35028.0,10.0,1.0,1.0,61111.0,33944.96294008278,1.0,0.0,Discover,3859.0
708,709,1708,Watson,12.0,Denver,Female,41.0,12.0,50970.0,9.0,0.0,0.0,118273.0,37024.25627516759,0.0,9.0,Visa,3060.0
709,710,1709,Graham,91.0,Austin,Female,55.0,13.0,77996.0,8.0,1.0,0.0,78645.0,36766.39525590795,0.0,8.0,MasterCard,2926.0
710,711,1710,Nixon,57.0,Los Angeles,Male,45.0,9.0,17968.0,3.0,1.0,0.0,130218.0,38418.27628591881,0.0,2.0,Discover,4102.0
711,712,1711,Long,19.0,Columbus,,38.0,5.0,31266.0,9.0,1.0,0.0,111423.0,21744.342661022238,1.0,2.0,Visa,1183.0
712,713,1712,Brandt,91.0,Los Angeles,Male,60.0,15.0,96745.0,5.0,0.0,0.0,139815.0,38054.69890682818,1.0,9.0,Discover,4335.0
713,714,1713,Frank,71.0,Houston,Female,35.0,5.0,25000.0,3.0,1.0,0.0,160070.0,65864.92400793628,0.0,8.0,Discover,1446.0
714,715,1714,Brock,60.0,Indianapolis,Male,53.0,16.0,50970.0,5.0,0.0,0.0,179978.0,82461.88841256069,1.0,9.0,Discover,1749.0
715,716,1715,Mejia,38.0,Chicago,Female,52.0,9.0,3866.0,10.0,0.0,1.0,121026.0,47994.10739036527,0.0,2.0,American Express,1903.0
716,717,1716,Johnson,0.0,Fort Worth,Male,62.0,17.0,6898.0,4.0,0.0,0.0,90192.0,14446.511406593923,1.0,7.0,Visa,3175.0
717,718,1717,Howell,2.0,Dallas,Male,26.0,17.0,19395.0,8.0,0.0,1.0,187973.0,67319.23617100052,0.0,1.0,American Express,1077.0
718,719,1718,Ortega,76.0,San Antonio,Male,70.0,2.0,40019.0,5.0,0.0,0.0,72021.0,23861.031549750027,1.0,2.0,American Express,2377.0
719,720,1719,Mills,50.0,Charlotte,Male,55.0,19.0,5006.0,10.0,1.0,0.0,49092.0,1342.5522278662447,1.0,1.0,MasterCard,847.0
720,721,1720,Gray,61.0,Austin,Male,47.0,20.0,35393.0,8.0,1.0,0.0,152314.0,66047.57638395156,1.0,0.0,MasterCard,2876.0
721,722,1721,Davis,62.0,Washington,Male,61.0,14.0,11956.0,9.0,0.0,0.0,126843.0,55610.55044375334,0.0,1.0,Discover,1239.0
722,723,1722,Green,24.0,Los Angeles,Female,51.0,14.0,51042.0,4.0,0.0,1.0,152903.0,57855.23206182339,0.0,7.0,Discover,1332.0
723,724,1723,Solis,55.0,Charlotte,Male,49.0,10.0,97199.0,7.0,0.0,1.0,70721.0,59653.51044447508,0.0,8.0,MasterCard,3506.0
724,725,1724,Taylor,32.0,Columbus,Female,45.0,8.0,7078.0,2.0,1.0,0.0,48511.0,32254.376635772656,1.0,1.0,MasterCard,2379.0
725,726,1725,Rollins,37.0,Washington,Male,20.0,18.0,30631.0,6.0,1.0,0.0,92782.0,54636.1320522956,1.0,6.0,Visa,4791.0
726,727,1726,Parker,5.0,Austin,Male,45.0,16.0,96676.0,8.0,1.0,0.0,117003.0,94184.3702308596,0.0,4.0,Discover,2447.0
727,728,1727,White,57.0,Chicago,Female,61.0,10.0,63901.0,7.0,1.0,0.0,169374.0,61559.92350556802,1.0,2.0,Discover,3237.0
728,729,1728,Singleton,43.0,Indianapolis,Male,32.0,8.0,70497.0,7.0,1.0,1.0,75568.0,75551.75426395203,0.0,8.0,MasterCard,2365.0
729,730,1729,Adams,44.0,Jacksonville,Female,58.0,9.0,95813.0,8.0,0.0,0.0,154304.0,74658.7861149121,0.0,5.0,Visa,2447.0
730,731,1730,Stewart,31.0,Charlotte,Female,40.0,17.0,42574.0,7.0,0.0,1.0,122062.0,50757.945446194855,0.0,10.0,MasterCard,3174.0
731,732,1731,Lambert,44.0,San Francisco,Male,57.0,19.0,32417.0,5.0,1.0,1.0,124301.0,57917.52374877845,0.0,0.0,MasterCard,372.0
732,733,1732,Wilkerson,60.0,Phoenix,Female,28.0,12.0,89020.0,7.0,1.0,0.0,71507.0,36656.73665906987,1.0,4.0,American Express,1949.0
733,734,1733,Kaiser,46.0,Washington,Female,65.0,7.0,84639.0,10.0,1.0,0.0,144277.0,70671.54140646526,1.0,6.0,Discover,244.0
734,735,1734,Rhodes,20.0,Philadelphia,Male,49.0,6.0,66006.0,3.0,0.0,1.0,149999.0,53984.37812262698,1.0,3.0,Visa,1840.0
735,736,1735,Stevens,79.0,Denver,Female,53.0,16.0,95881.0,5.0,0.0,1.0,120128.0,64970.22397936564,0.0,7.0,American Express,3427.0
736,737,1736,Flowers,84.0,Phoenix,Male,50.0,20.0,40454.0,7.0,0.0,1.0,30683.0,29720.772343616794,1.0,9.0,,124.0
737,738,1737,Erickson,74.0,Chicago,Male,41.0,14.0,2587.0,9.0,1.0,0.0,43664.0,13821.73708568844,0.0,4.0,MasterCard,4632.0
738,739,1738,Clark,100.0,New York,Male,56.0,19.0,55710.0,2.0,1.0,0.0,122364.0,56446.157867398826,0.0,8.0,Visa,2753.0
739,740,1739,White,35.0,Philadelphia,Male,51.0,14.0,87567.0,4.0,0.0,0.0,184244.0,91321.6360471731,0.0,8.0,Discover,1919.0
740,741,1740,Mccoy,98.0,Charlotte,Female,45.0,0.0,92748.0,7.0,1.0,0.0,84340.0,62576.1162931766,0.0,8.0,MasterCard,1635.0
741,742,1741,Burns,18.0,Los Angeles,Male,54.0,10.0,76886.0,1.0,0.0,0.0,107236.0,40344.35287810567,0.0,0.0,American Express,1425.0
742,743,1742,Young,19.0,Chicago,Male,24.0,4.0,19816.0,2.0,1.0,0.0,31017.0,21809.190518374347,0.0,1.0,,1540.0
743,744,1743,Anderson,56.0,Indianapolis,Female,21.0,10.0,86824.0,9.0,0.0,1.0,56613.0,36892.15860758237,1.0,2.0,Discover,530.0
744,745,1744,Norris,17.0,Jacksonville,Male,54.0,15.0,30432.0,6.0,1.0,1.0,50348.0,25331.078953118387,1.0,3.0,American Express,4349.0
745,746,1745,Gonzalez,46.0,Seattle,Male,18.0,1.0,49617.0,7.0,1.0,1.0,167520.0,79946.05169762377,1.0,9.0,MasterCard,3103.0
746,747,1746,Shepherd,48.0,Charlotte,Female,18.0,7.0,73373.0,10.0,0.0,0.0,29491.0,12198.833485881554,1.0,8.0,MasterCard,4756.0
747,748,1747,Olson,13.0,Jacksonville,Female,64.0,10.0,35217.0,7.0,0.0,1.0,141070.0,51232.405585569104,0.0,9.0,Discover,1801.0
748,749,1748,Stokes,14.0,San Francisco,Female,37.0,17.0,50970.0,6.0,0.0,0.0,78759.0,13785.95040286193,0.0,5.0,MasterCard,1036.0
749,750,1749,Harper,30.0,San Diego,Female,36.0,2.0,6454.0,3.0,0.0,0.0,195625.0,59963.46058236224,1.0,0.0,Visa,3728.0
750,751,1750,Robinson,0.0,Columbus,Female,45.0,0.0,75960.0,10.0,0.0,1.0,152040.0,83909.42344378817,1.0,8.0,Discover,4011.0
751,752,1751,Escobar,53.0,Indianapolis,Female,27.0,10.0,44618.0,3.0,1.0,0.0,20368.0,12423.728115265303,1.0,5.0,American Express,3463.0
752,753,1752,Williamson,2.0,San Diego,Female,35.0,15.0,84948.0,2.0,0.0,1.0,55010.0,25203.45104345214,1.0,3.0,Discover,1142.0
753,754,1753,Raymond,15.0,Charlotte,Male,45.0,17.0,63671.0,6.0,0.0,1.0,55851.0,28784.31255424953,1.0,3.0,Discover,1755.0
754,755,1754,Greene,86.0,Columbus,Female,52.0,15.0,48111.0,4.0,0.0,0.0,142761.0,40599.48296509377,1.0,2.0,American Express,4840.0
755,756,1755,Forbes,56.0,Seattle,Female,60.0,9.0,40613.0,5.0,0.0,1.0,176568.0,58863.088982688365,1.0,6.0,MasterCard,1629.0
756,757,1756,Washington,74.0,Washington,Female,64.0,17.0,86678.0,3.0,0.0,1.0,147152.0,73137.08910263712,1.0,2.0,American Express,762.0
757,758,1757,Knight,11.0,San Antonio,Male,48.0,5.0,60993.0,6.0,1.0,1.0,182008.0,70701.21673693969,0.0,1.0,Visa,4889.0
758,759,1758,Moore,73.0,Chicago,Male,44.0,18.0,9848.0,3.0,0.0,1.0,98858.0,49672.54305203301,0.0,9.0,MasterCard,4839.0
759,760,1759,Henson,95.0,Jacksonville,Female,28.0,3.0,79672.0,8.0,0.0,0.0,87005.0,48054.24709169664,0.0,7.0,Discover,3957.0
760,761,1760,Burns,15.0,Chicago,Female,66.0,12.0,67125.0,9.0,0.0,1.0,57493.0,40815.44703944525,0.0,3.0,MasterCard,557.0
761,762,1761,Reyes,71.0,Washington,Female,66.0,13.0,87444.0,4.0,1.0,1.0,187462.0,81151.07032392106,1.0,7.0,MasterCard,4621.0
762,763,1762,Newton,75.0,,Male,55.0,2.0,62602.0,9.0,1.0,1.0,30292.0,35065.07838543723,0.0,0.0,Visa,839.0
763,764,1763,Mendoza,23.0,Charlotte,Male,22.0,9.0,73045.0,7.0,0.0,0.0,112377.0,60424.9988777701,1.0,4.0,MasterCard,2.0
764,765,1764,Gray,27.0,Columbus,Female,25.0,5.0,43222.0,3.0,0.0,1.0,179437.0,80064.09351912171,0.0,8.0,MasterCard,1051.0
765,766,1765,George,7.0,San Antonio,,51.0,0.0,50223.0,7.0,1.0,0.0,168279.0,72241.69105907647,1.0,0.0,MasterCard,1404.0
766,767,1766,Lane,91.0,Indianapolis,Female,65.0,10.0,66333.0,1.0,1.0,1.0,121735.0,53085.20330079574,1.0,10.0,Discover,156.0
767,768,1767,,35.0,,Male,69.0,7.0,53732.0,3.0,1.0,1.0,42912.0,37067.930069090486,0.0,3.0,MasterCard,1937.0
768,769,1768,Obrien,89.0,Washington,Male,29.0,18.0,50420.0,6.0,0.0,1.0,100771.0,45547.07224526193,0.0,5.0,American Express,510.0
769,770,1769,Wright,7.0,Houston,Female,55.0,13.0,76504.0,4.0,0.0,0.0,127293.0,59041.26622162402,1.0,9.0,MasterCard,3404.0
770,771,1770,Miller,57.0,Dallas,Female,18.0,9.0,3462.0,7.0,1.0,0.0,119083.0,35276.31250633702,1.0,7.0,Visa,4782.0
771,772,1771,Hartman,59.0,Philadelphia,Female,48.0,16.0,10460.0,3.0,0.0,0.0,133655.0,39935.76460680804,1.0,2.0,MasterCard,1137.0
772,773,1772,Johnson,49.0,San Francisco,Female,21.0,8.0,10275.0,1.0,1.0,0.0,170348.0,55690.832022782095,0.0,4.0,MasterCard,3914.0
773,774,1773,Burns,27.0,Los Angeles,Male,66.0,5.0,95213.0,9.0,1.0,0.0,117459.0,69922.90103858885,0.0,6.0,Discover,3321.0
774,775,1774,Bond,50.0,San Diego,Male,62.0,10.0,14269.0,6.0,1.0,0.0,156606.0,64952.00912813463,1.0,0.0,American Express,4666.0
775,776,1775,Wilson,100.0,Austin,Male,67.0,6.0,66942.0,8.0,0.0,1.0,186742.0,94877.61971669558,0.0,6.0,MasterCard,714.0
776,777,1776,Sanchez,40.0,Fort Worth,Female,22.0,16.0,73920.0,3.0,1.0,0.0,131695.0,47236.19664054565,1.0,10.0,American Express,2286.0
777,778,1777,Reynolds,99.0,Indianapolis,Male,47.0,10.0,23553.0,8.0,1.0,1.0,187558.0,85690.98051406872,0.0,7.0,Visa,2654.0
778,779,1778,Nunez,63.0,San Diego,Female,41.0,10.0,25366.0,2.0,0.0,0.0,54268.0,22252.71498382071,0.0,7.0,Discover,990.0
779,780,1779,Gardner,26.0,Seattle,Male,20.0,8.0,45036.0,4.0,1.0,0.0,127338.0,62277.53015145591,0.0,8.0,American Express,4429.0
780,781,1780,Clark,62.0,Seattle,Female,28.0,17.0,18369.0,3.0,0.0,0.0,46336.0,11963.696679527888,0.0,5.0,Discover,2160.0
781,782,1781,Rodgers,16.0,Columbus,Female,62.0,20.0,12795.0,10.0,1.0,1.0,111423.0,16338.599138740054,0.0,5.0,MasterCard,4457.0
782,783,1782,Johnson,72.0,Charlotte,Male,21.0,1.0,71021.0,1.0,0.0,0.0,107132.0,51603.08182896907,1.0,1.0,Visa,2144.0
783,784,1783,Anderson,32.0,Philadelphia,Female,43.0,10.0,69154.0,6.0,1.0,0.0,52959.0,16184.40208080347,1.0,2.0,Discover,2063.0
784,785,1784,Osborne,83.0,Austin,Female,44.0,5.0,31143.0,10.0,1.0,1.0,164378.0,72661.02166344189,0.0,3.0,MasterCard,2603.0
785,786,1785,Hayden,76.0,Fort Worth,Male,63.0,7.0,30425.0,2.0,1.0,1.0,197254.0,86302.20007838315,1.0,3.0,American Express,1977.0
786,787,1786,Buchanan,91.0,New York,Female,60.0,3.0,89209.0,4.0,1.0,1.0,94123.0,49536.32054318372,1.0,7.0,Visa,375.0
787,788,1787,Gonzalez,28.0,Philadelphia,Female,44.0,17.0,76139.0,9.0,1.0,1.0,41498.0,50234.83130828013,0.0,0.0,Visa,741.0
788,789,1788,Fields,12.0,Dallas,Female,59.0,10.0,6368.0,6.0,0.0,0.0,90198.0,26712.86506547593,1.0,9.0,American Express,4485.0
789,790,1789,Conley,45.0,San Diego,Male,68.0,4.0,5621.0,8.0,0.0,1.0,47197.0,29686.745310466176,0.0,3.0,American Express,2667.0
790,791,1790,Ibarra,34.0,Austin,Male,67.0,14.0,59829.0,2.0,1.0,0.0,171791.0,48022.40034048901,1.0,10.0,Visa,1240.0
791,792,1791,Wagner,5.0,Denver,Female,23.0,17.0,61294.0,7.0,1.0,0.0,128775.0,79929.52779313464,1.0,10.0,Discover,2447.0
792,793,1792,Hopkins,81.0,Dallas,Male,32.0,1.0,15719.0,6.0,1.0,1.0,45032.0,31137.432452429566,1.0,10.0,Visa,2447.0
793,794,1793,Smith,68.0,Indianapolis,Female,70.0,10.0,30227.0,9.0,0.0,0.0,79624.0,27815.594957463203,1.0,3.0,American Express,2367.0
794,795,1794,Cox,46.0,Jacksonville,Female,47.0,12.0,8566.0,7.0,0.0,1.0,98177.0,15006.85973356182,1.0,0.0,Discover,2243.0
795,796,1795,Price,24.0,Columbus,Female,59.0,10.0,13306.0,1.0,1.0,0.0,61964.0,23249.08368305489,1.0,2.0,MasterCard,3549.0
796,797,1796,Brewer,65.0,Charlotte,Female,54.0,6.0,54822.0,8.0,0.0,1.0,181100.0,60692.94452926243,1.0,4.0,,417.0
797,798,1797,Fitzgerald,9.0,San Francisco,Female,54.0,10.0,25042.0,10.0,1.0,1.0,131030.0,59630.13537557488,0.0,5.0,American Express,606.0
798,799,1798,Larsen,55.0,Washington,Male,59.0,3.0,16086.0,3.0,1.0,1.0,74646.0,37319.95719164282,0.0,8.0,MasterCard,567.0
799,800,1799,Stewart,29.0,New York,Female,54.0,14.0,18387.0,2.0,1.0,1.0,101187.0,33652.468309979755,0.0,8.0,Visa,543.0
800,801,1800,Simon,4.0,San Jose,Male,52.0,0.0,28042.0,3.0,0.0,1.0,159608.0,77171.27023614377,0.0,8.0,Visa,883.0
801,802,1801,Castillo,32.0,San Diego,Male,40.0,2.0,90424.0,6.0,1.0,1.0,137399.0,77231.19702806174,1.0,10.0,Discover,4798.0
802,803,1802,Bradley,64.0,,Female,23.0,13.0,52618.0,3.0,1.0,0.0,76747.0,44896.48337288563,0.0,0.0,American Express,1223.0
803,804,1803,Sanchez,17.0,New York,Female,21.0,5.0,93050.0,10.0,1.0,0.0,65712.0,41639.57703668896,1.0,8.0,MasterCard,2893.0
804,805,1804,Case,95.0,Los Angeles,Male,35.0,17.0,19323.0,5.0,0.0,0.0,157345.0,43953.05933086294,0.0,7.0,Visa,2068.0
805,806,1805,Steele,48.0,New York,Male,26.0,0.0,19019.0,6.0,0.0,1.0,91820.0,50041.37272211138,0.0,1.0,Discover,3709.0
806,807,1806,Snyder,10.0,New York,Male,66.0,5.0,76426.0,8.0,0.0,0.0,145342.0,67451.08600864209,0.0,10.0,MasterCard,1786.0
807,808,1807,Waters,84.0,Dallas,Female,46.0,5.0,41863.0,6.0,1.0,1.0,111228.0,31643.448568073305,0.0,0.0,MasterCard,1457.0
808,809,1808,Taylor,25.0,Fort Worth,Male,30.0,20.0,11283.0,8.0,0.0,0.0,94353.0,49556.09365974326,0.0,0.0,Visa,1914.0
809,810,1809,Palmer,62.0,New York,Female,64.0,15.0,19279.0,3.0,1.0,0.0,112091.0,60053.37520502509,1.0,5.0,MasterCard,77.0
810,811,1810,Gibson,88.0,Fort Worth,Female,69.0,4.0,47999.0,4.0,0.0,1.0,105914.0,50018.46871020797,0.0,8.0,Visa,3613.0
811,812,1811,Davis,85.0,Washington,Female,34.0,16.0,63780.0,6.0,1.0,0.0,126718.0,75018.31154603291,1.0,6.0,Discover,1308.0
812,813,1812,Torres,58.0,San Antonio,Male,62.0,9.0,23908.0,7.0,0.0,0.0,168199.0,65824.49728611349,0.0,4.0,Discover,647.0
813,814,1813,Flores,26.0,Los Angeles,Female,49.0,20.0,62584.0,9.0,1.0,0.0,31539.0,18098.79095833649,1.0,10.0,MasterCard,2187.0
814,815,1814,Cabrera,48.0,Philadelphia,Female,65.0,17.0,51225.0,1.0,0.0,1.0,197833.0,78798.41545814522,0.0,1.0,Visa,552.0
815,816,1815,Rodriguez,76.0,San Antonio,Female,39.0,6.0,38952.0,8.0,0.0,0.0,66219.0,47313.57407992742,0.0,0.0,American Express,281.0
816,817,1816,Rodriguez,32.0,Columbus,Female,21.0,2.0,38663.0,8.0,0.0,1.0,165764.0,58009.811186122286,1.0,1.0,Discover,1281.0
817,818,1817,Hernandez,97.0,Seattle,Female,22.0,12.0,62381.0,6.0,1.0,0.0,33334.0,27799.44309974987,1.0,0.0,Visa,1846.0
818,819,1818,Lee,98.0,Charlotte,Male,54.0,14.0,48929.0,4.0,0.0,0.0,179687.0,67779.76164940791,0.0,2.0,Visa,2487.0
819,820,1819,Combs,0.0,Los Angeles,Female,58.0,19.0,10343.0,3.0,0.0,0.0,27903.0,3028.032374256368,1.0,5.0,Visa,2793.0
820,821,1820,Alvarez,20.0,San Jose,Female,66.0,18.0,77173.0,3.0,0.0,0.0,179599.0,92826.49693969567,0.0,7.0,MasterCard,2447.0
821,822,1821,Washington,54.0,Jacksonville,Male,30.0,2.0,40791.0,6.0,0.0,1.0,166701.0,63162.63153710646,1.0,2.0,American Express,4199.0
822,823,1822,Hansen,5.0,Indianapolis,Female,51.0,3.0,30134.0,8.0,1.0,0.0,78008.0,31274.44620579707,0.0,9.0,MasterCard,4861.0
823,824,1823,Lucas,91.0,San Diego,Male,62.0,4.0,48101.0,7.0,0.0,1.0,119318.0,61392.19697174807,1.0,8.0,Discover,2776.0
824,825,1824,Wilson,80.0,Austin,Female,39.0,0.0,70443.0,1.0,1.0,1.0,177780.0,96967.32293221624,0.0,9.0,MasterCard,1596.0
825,826,1825,Cole,68.0,Chicago,Male,70.0,3.0,58530.0,6.0,1.0,0.0,161932.0,77803.49803284233,0.0,4.0,Visa,479.0
826,827,1826,Olson,94.0,Philadelphia,Male,45.0,11.0,47799.0,7.0,1.0,0.0,168510.0,62711.75224376051,0.0,6.0,MasterCard,3312.0
827,828,1827,Wang,4.0,Dallas,Female,68.0,9.0,5827.0,7.0,1.0,1.0,87300.0,25227.4650070242,1.0,7.0,Visa,3218.0
828,829,1828,Neal,2.0,Philadelphia,Female,20.0,20.0,97143.0,9.0,0.0,1.0,149263.0,80523.25263740036,0.0,2.0,American Express,2447.0
829,830,1829,Smith,52.0,Dallas,Female,59.0,19.0,63653.0,10.0,1.0,0.0,40842.0,28631.45061925657,1.0,1.0,MasterCard,2142.0
830,831,1830,Gomez,22.0,San Antonio,Male,51.0,12.0,14699.0,5.0,1.0,0.0,62372.0,11016.090898602277,1.0,1.0,MasterCard,3898.0
831,832,1831,Cook,100.0,Dallas,Male,49.0,13.0,92419.0,1.0,1.0,0.0,134316.0,70552.92939579864,1.0,4.0,MasterCard,2072.0
832,833,1832,Mendoza,52.0,Seattle,Male,62.0,4.0,6313.0,2.0,1.0,0.0,118971.0,44202.73329639599,0.0,0.0,Visa,1295.0
833,834,1833,Reese,36.0,Jacksonville,Female,68.0,3.0,14598.0,4.0,0.0,0.0,58744.0,2146.6168136187043,1.0,1.0,Visa,938.0
834,835,1834,Terry,73.0,San Diego,Male,66.0,13.0,29807.0,5.0,0.0,1.0,136082.0,41867.285175392695,1.0,8.0,MasterCard,761.0
835,836,1835,Gardner,73.0,San Diego,Male,38.0,9.0,71423.0,9.0,1.0,0.0,77442.0,33394.06326348336,1.0,6.0,MasterCard,4749.0
836,837,1836,Hudson,82.0,Seattle,Female,63.0,16.0,70390.0,1.0,1.0,0.0,149070.0,67210.32311158945,0.0,5.0,American Express,1669.0
837,838,1837,,16.0,Washington,Male,61.0,9.0,46226.0,3.0,1.0,1.0,105990.0,65931.98795503995,1.0,8.0,,3862.0
838,839,1838,Thompson,84.0,Charlotte,Male,38.0,6.0,60550.0,5.0,0.0,0.0,141670.0,60372.21306139628,1.0,6.0,Discover,2685.0
839,840,1839,Acosta,77.0,San Antonio,Female,61.0,15.0,81072.0,3.0,0.0,0.0,126917.0,49671.13110101375,1.0,10.0,American Express,3899.0
840,841,1840,Contreras,72.0,Austin,Male,28.0,0.0,4558.0,4.0,0.0,1.0,23650.0,7816.408043071633,1.0,4.0,American Express,1931.0
841,842,1841,Butler,0.0,Washington,Female,56.0,16.0,76308.0,3.0,0.0,0.0,65117.0,38740.97252546119,0.0,8.0,American Express,3939.0
842,843,1842,Dean,50.0,San Francisco,Female,21.0,20.0,51113.0,4.0,0.0,1.0,111244.0,58073.83239533541,0.0,5.0,Visa,1126.0
843,844,1843,Brown,44.0,Houston,Female,68.0,8.0,53999.0,1.0,1.0,0.0,23190.0,22751.626870356147,1.0,5.0,American Express,3297.0
844,845,1844,Harris,76.0,Philadelphia,Female,18.0,5.0,56878.0,8.0,0.0,0.0,68113.0,43618.356472239386,1.0,10.0,American Express,4670.0
845,846,1845,Shaw,3.0,Chicago,Female,45.0,18.0,37343.0,4.0,0.0,0.0,159861.0,60164.535043299744,1.0,3.0,MasterCard,1203.0
846,847,1846,Reed,61.0,Dallas,Male,41.0,12.0,59219.0,7.0,1.0,1.0,52125.0,47851.60527599833,1.0,0.0,Visa,4135.0
847,848,1847,Gibson,64.0,San Jose,Male,52.0,2.0,36186.0,2.0,0.0,1.0,150000.0,74003.92662536191,0.0,4.0,Discover,3772.0
848,849,1848,Vega,31.0,Columbus,Female,30.0,6.0,50970.0,2.0,0.0,1.0,168531.0,64454.85455187812,0.0,10.0,Discover,519.0
849,850,1849,Colon,33.0,Austin,Female,64.0,8.0,34769.0,6.0,0.0,1.0,186490.0,99290.60665748463,0.0,8.0,American Express,2283.0
850,851,1850,Baldwin,91.0,Seattle,Male,51.0,4.0,54218.0,2.0,1.0,0.0,131904.0,61446.64513270097,0.0,7.0,Discover,4558.0
851,852,1851,Thomas,94.0,Jacksonville,Female,28.0,9.0,20229.0,6.0,0.0,1.0,198157.0,62109.15496027764,1.0,7.0,Discover,482.0
852,853,1852,Hutchinson,71.0,Jacksonville,Female,53.0,16.0,76209.0,2.0,1.0,1.0,38768.0,45397.88051230422,1.0,4.0,Discover,2477.0
853,854,1853,Campbell,38.0,Fort Worth,Female,68.0,11.0,28877.0,4.0,1.0,1.0,101099.0,66690.97585198445,0.0,8.0,American Express,3093.0
854,855,1854,Wheeler,25.0,Fort Worth,,34.0,15.0,59001.0,7.0,0.0,0.0,178957.0,77089.14736280439,0.0,5.0,Discover,342.0
855,856,1855,Larsen,33.0,Denver,Male,52.0,2.0,98137.0,8.0,0.0,0.0,107421.0,52241.29739624403,1.0,2.0,American Express,1462.0
856,857,1856,Howell,53.0,Denver,Female,35.0,8.0,39084.0,3.0,0.0,1.0,26895.0,15580.70042546338,1.0,0.0,MasterCard,1202.0
857,858,1857,Morris,2.0,Columbus,Female,57.0,14.0,82780.0,9.0,0.0,1.0,91017.0,57860.36727517699,1.0,8.0,MasterCard,1621.0
858,859,1858,Moore,49.0,Houston,Male,39.0,4.0,93892.0,2.0,1.0,0.0,43932.0,46867.56655030514,1.0,5.0,Discover,2398.0
859,860,1859,Ferguson,11.0,Fort Worth,Male,41.0,12.0,17806.0,8.0,0.0,1.0,41360.0,22991.973308635734,1.0,1.0,MasterCard,3596.0
860,861,1860,Gomez,64.0,San Diego,Female,36.0,13.0,89635.0,8.0,1.0,1.0,74847.0,52975.93208471769,0.0,7.0,American Express,3535.0
861,862,1861,Gonzalez,53.0,Denver,Female,54.0,19.0,38034.0,4.0,1.0,1.0,110365.0,66404.06770304427,0.0,8.0,MasterCard,2877.0
862,863,1862,Owens,4.0,Jacksonville,Male,56.0,14.0,41317.0,1.0,1.0,1.0,105468.0,42353.68526948478,1.0,8.0,Discover,2390.0
863,864,1863,Mcdowell,93.0,Seattle,Male,38.0,15.0,56468.0,1.0,1.0,0.0,58931.0,38387.14338366907,1.0,1.0,American Express,3351.0
864,865,1864,Lin,93.0,Philadelphia,Male,25.0,12.0,20094.0,2.0,1.0,0.0,75823.0,26972.22201648721,0.0,1.0,Visa,2913.0
865,866,1865,Arnold,56.0,Seattle,Female,45.0,16.0,58796.0,9.0,0.0,0.0,58032.0,34439.329580108926,1.0,6.0,American Express,1189.0
866,867,1866,Miller,16.0,Denver,Male,22.0,7.0,11589.0,2.0,1.0,1.0,38807.0,18578.07435209548,0.0,10.0,MasterCard,2340.0
867,868,1867,Patterson,46.0,Phoenix,Female,34.0,20.0,58221.0,2.0,1.0,1.0,162839.0,74348.37817347188,0.0,3.0,Visa,3580.0
868,869,1868,Parker,22.0,Dallas,Male,54.0,1.0,2657.0,6.0,0.0,0.0,159143.0,52750.7348253779,0.0,0.0,American Express,1603.0
869,870,1869,Morgan,78.0,Chicago,Male,53.0,4.0,99300.0,7.0,0.0,0.0,73413.0,62297.790311806944,0.0,7.0,Visa,3297.0
870,871,1870,Young,100.0,San Jose,Male,36.0,5.0,40531.0,7.0,1.0,0.0,177221.0,57890.539618914656,1.0,1.0,Visa,597.0
871,872,1871,Hill,84.0,Denver,Male,44.0,11.0,53227.0,9.0,1.0,1.0,35540.0,14407.827474512917,1.0,2.0,Visa,644.0
872,873,1872,Santos,13.0,Chicago,Female,70.0,17.0,4164.0,6.0,0.0,0.0,90248.0,54292.03565845109,0.0,4.0,American Express,4543.0
